id,GEOID,County,State,TotPop
0500000US04021,04021,Pinal County, Arizona,432793
0500000US04023,04023,Santa Cruz County, Arizona,46480
0500000US04025,04025,Yavapai County, Arizona,228067
0500000US04027,04027,Yuma County, Arizona,209468
0500000US05001,05001,Arkansas County, Arkansas,17914
0500000US05003,05003,Ashley County, Arkansas,20270
0500000US05005,05005,Baxter County, Arkansas,41427
0500000US05007,05007,Benton County, Arkansas,265759
0500000US05009,05009,Boone County, Arkansas,37331
0500000US05011,05011,Bradley County, Arkansas,10874
0500000US05013,05013,Calhoun County, Arkansas,5192
0500000US05015,05015,Carroll County, Arkansas,27965
0500000US05017,05017,Chicot County, Arkansas,10615
0500000US05019,05019,Clark County, Arkansas,22386
0500000US05021,05021,Clay County, Arkansas,14889
0500000US05023,05023,Cleburne County, Arkansas,25100
0500000US05025,05025,Cleveland County, Arkansas,8128
0500000US05027,05027,Columbia County, Arkansas,23776
0500000US05029,05029,Conway County, Arkansas,20858
0500000US05031,05031,Craighead County, Arkansas,107345
0500000US05033,05033,Crawford County, Arkansas,62739
0500000US05035,05035,Crittenden County, Arkansas,48672
0500000US05037,05037,Cross County, Arkansas,16824
0500000US05039,05039,Dallas County, Arkansas,7279
0500000US05041,05041,Desha County, Arkansas,11709
0500000US05043,05043,Drew County, Arkansas,18417
0500000US05045,05045,Faulkner County, Arkansas,123624
0500000US05047,05047,Franklin County, Arkansas,17738
0500000US05049,05049,Fulton County, Arkansas,12231
0500000US05051,05051,Garland County, Arkansas,98555
0500000US05053,05053,Grant County, Arkansas,18126
0500000US05055,05055,Greene County, Arkansas,44937
0500000US05057,05057,Hempstead County, Arkansas,21842
0500000US05059,05059,Hot Spring County, Arkansas,33597
0500000US05061,05061,Howard County, Arkansas,13311
0500000US05063,05063,Independence County, Arkansas,37427
0500000US05065,05065,Izard County, Arkansas,13570
0500000US05067,05067,Jackson County, Arkansas,17027
0500000US05069,05069,Jefferson County, Arkansas,69282
0500000US05071,05071,Johnson County, Arkansas,26372
0500000US05073,05073,Lafayette County, Arkansas,6800
0500000US05075,05075,Lawrence County, Arkansas,16549
0500000US05077,05077,Lee County, Arkansas,9194
0500000US05079,05079,Lincoln County, Arkansas,13455
0500000US05081,05081,Little River County, Arkansas,12347
0500000US05083,05083,Logan County, Arkansas,21668
0500000US05085,05085,Lonoke County, Arkansas,72528
0500000US05087,05087,Madison County, Arkansas,16211
0500000US05089,05089,Marion County, Arkansas,16476
0500000US05091,05091,Miller County, Arkansas,43572
0500000US05093,05093,Mississippi County, Arkansas,42126
0500000US05095,05095,Monroe County, Arkansas,7050
0500000US05097,05097,Montgomery County, Arkansas,8950
0500000US05099,05099,Nevada County, Arkansas,8351
0500000US05101,05101,Newton County, Arkansas,7812
0500000US05103,05103,Ouachita County, Arkansas,23830
0500000US05105,05105,Perry County, Arkansas,10355
0500000US05107,05107,Phillips County, Arkansas,18606
0500000US05109,05109,Pike County, Arkansas,10756
0500000US05111,05111,Poinsett County, Arkansas,23896
0500000US05113,05113,Polk County, Arkansas,20094
0500000US05115,05115,Pope County, Arkansas,63761
0500000US05117,05117,Prairie County, Arkansas,8189
0500000US05119,05119,Pulaski County, Arkansas,392967
0500000US05121,05121,Randolph County, Arkansas,17695
0500000US05123,05123,St. Francis County, Arkansas,25900
0500000US05125,05125,Saline County, Arkansas,119415
0500000US05127,05127,Scott County, Arkansas,10376
0500000US05129,05129,Searcy County, Arkansas,7908
0500000US05131,05131,Sebastian County, Arkansas,127591
0500000US05133,05133,Sevier County, Arkansas,17081
0500000US05135,05135,Sharp County, Arkansas,17139
0500000US05137,05137,Stone County, Arkansas,12475
0500000US05139,05139,Union County, Arkansas,39449
0500000US05141,05141,Van Buren County, Arkansas,16642
0500000US05143,05143,Washington County, Arkansas,232289
0500000US05145,05145,White County, Arkansas,78762
0500000US05147,05147,Woodruff County, Arkansas,6533
0500000US05149,05149,Yell County, Arkansas,21464
0500000US06001,06001,Alameda County, California,1656754
0500000US06003,06003,Alpine County, California,1039
0500000US06005,06005,Amador County, California,38429
0500000US06007,06007,Butte County, California,225817
0500000US06009,06009,Calaveras County, California,45514
0500000US06011,06011,Colusa County, California,21454
0500000US06013,06013,Contra Costa County, California,1142251
0500000US06015,06015,Del Norte County, California,27495
0500000US06017,06017,El Dorado County, California,188563
0500000US06019,06019,Fresno County, California,984521
0500000US06021,06021,Glenn County, California,27976
0500000US06023,06023,Humboldt County, California,135940
0500000US06025,06025,Imperial County, California,180701
0500000US06027,06027,Inyo County, California,17977
0500000US06029,06029,Kern County, California,887641
0500000US06031,06031,Kings County, California,150691
0500000US06033,06033,Lake County, California,64195
0500000US06035,06035,Lassen County, California,30818
0500000US06037,06037,Los Angeles County, California,10081570
0500000US06039,06039,Madera County, California,155433
0500000US06041,06041,Marin County, California,259943
0500000US06043,06043,Mariposa County, California,17420
0500000US06045,06045,Mendocino County, California,87224
0500000US06047,06047,Merced County, California,271382
0500000US06049,06049,Modoc County, California,8907
0500000US06051,06051,Mono County, California,14310
0500000US06053,06053,Monterey County, California,433410
0500000US06055,06055,Napa County, California,139623
0500000US06057,06057,Nevada County, California,99244
0500000US06059,06059,Orange County, California,3168044
0500000US06061,06061,Placer County, California,385512
0500000US06063,06063,Plumas County, California,18660
0500000US06065,06065,Riverside County, California,2411439
0500000US06067,06067,Sacramento County, California,1524553
0500000US06069,06069,San Benito County, California,60376
0500000US06071,06071,San Bernardino County, California,2149031
0500000US06073,06073,San Diego County, California,3316073
0500000US06075,06075,San Francisco County, California,874961
0500000US06077,06077,San Joaquin County, California,742603
0500000US06079,06079,San Luis Obispo County, California,282165
0500000US06081,06081,San Mateo County, California,767423
0500000US06083,06083,Santa Barbara County, California,444829
0500000US06085,06085,Santa Clara County, California,1927470
0500000US06087,06087,Santa Cruz County, California,273962
0500000US06089,06089,Shasta County, California,179212
0500000US06091,06091,Sierra County, California,3040
0500000US06093,06093,Siskiyou County, California,43468
0500000US06095,06095,Solano County, California,441829
0500000US06097,06097,Sonoma County, California,499772
0500000US06099,06099,Stanislaus County, California,543194
0500000US06101,06101,Sutter County, California,96109
0500000US06103,06103,Tehama County, California,63912
0500000US06105,06105,Trinity County, California,12700
0500000US06107,06107,Tulare County, California,461898
0500000US06109,06109,Tuolumne County, California,54045
0500000US06111,06111,Ventura County, California,847263
0500000US06113,06113,Yolo County, California,217352
0500000US06115,06115,Yuba County, California,76360
0500000US08001,08001,Adams County, Colorado,504108
0500000US08003,08003,Alamosa County, Colorado,16107
0500000US08005,08005,Arapahoe County, Colorado,644560
0500000US08007,08007,Archuleta County, Colorado,13253
0500000US08009,08009,Baca County, Colorado,3561
0500000US08011,08011,Bent County, Colorado,5787
0500000US08013,08013,Boulder County, Colorado,322510
0500000US08014,08014,Broomfield County, Colorado,67886
0500000US08015,08015,Chaffee County, Colorado,19557
0500000US08017,08017,Cheyenne County, Colorado,2026
0500000US08019,08019,Clear Creek County, Colorado,9495
0500000US08021,08021,Conejos County, Colorado,8128
0500000US08023,08023,Costilla County, Colorado,3745
0500000US08025,08025,Crowley County, Colorado,5754
0500000US08027,08027,Custer County, Colorado,4776
0500000US08029,08029,Delta County, Colorado,30565
0500000US08031,08031,Denver County, Colorado,705576
0500000US08033,08033,Dolores County, Colorado,1857
0500000US08035,08035,Douglas County, Colorado,336041
0500000US08037,08037,Eagle County, Colorado,54681
0500000US08039,08039,Elbert County, Colorado,25717
0500000US08041,08041,El Paso County, Colorado,698974
0500000US08043,08043,Fremont County, Colorado,47321
0500000US08045,08045,Garfield County, Colorado,59055
0500000US08047,08047,Gilpin County, Colorado,6018
0500000US08049,08049,Grand County, Colorado,15303
0500000US08051,08051,Gunnison County, Colorado,16802
0500000US08053,08053,Hinsdale County, Colorado,857
0500000US08055,08055,Huerfano County, Colorado,6679
0500000US08057,08057,Jackson County, Colorado,1261
0500000US08059,08059,Jefferson County, Colorado,574798
0500000US08061,08061,Kiowa County, Colorado,1489
0500000US08063,08063,Kit Carson County, Colorado,7447
0500000US08065,08065,Lake County, Colorado,7751
0500000US08067,08067,La Plata County, Colorado,55617
0500000US08069,08069,Larimer County, Colorado,344786
0500000US08071,08071,Las Animas County, Colorado,14266
0500000US08073,08073,Lincoln County, Colorado,5585
0500000US08075,08075,Logan County, Colorado,22380
0500000US08077,08077,Mesa County, Colorado,151218
0500000US08079,08079,Mineral County, Colorado,824
0500000US08081,08081,Moffat County, Colorado,13127
0500000US08083,08083,Montezuma County, Colorado,26031
0500000US08085,08085,Montrose County, Colorado,41686
0500000US08087,08087,Morgan County, Colorado,28517
0500000US08089,08089,Otero County, Colorado,18282
0500000US08091,08091,Ouray County, Colorado,4796
0500000US08093,08093,Park County, Colorado,17867
0500000US08095,08095,Phillips County, Colorado,4290
0500000US08097,08097,Pitkin County, Colorado,17926
0500000US08099,08099,Prowers County, Colorado,12022
0500000US08101,08101,Pueblo County, Colorado,165982
0500000US08103,08103,Rio Blanco County, Colorado,6384
0500000US08105,08105,Rio Grande County, Colorado,11305
0500000US08107,08107,Routt County, Colorado,25072
0500000US08109,08109,Saguache County, Colorado,6592
0500000US08111,08111,San Juan County, Colorado,589
0500000US08113,08113,San Miguel County, Colorado,8049
0500000US08115,08115,Sedgwick County, Colorado,2322
0500000US08117,08117,Summit County, Colorado,30649
0500000US08119,08119,Teller County, Colorado,24524
0500000US08121,08121,Washington County, Colorado,4868
0500000US08123,08123,Weld County, Colorado,305345
0500000US08125,08125,Yuma County, Colorado,10003
0500000US09001,09001,Fairfield County, Connecticut,943926
0500000US09003,09003,Hartford County, Connecticut,893561
0500000US09005,09005,Litchfield County, Connecticut,182002
0500000US09007,09007,Middlesex County, Connecticut,163053
0500000US09009,09009,New Haven County, Connecticut,857513
0500000US09011,09011,New London County, Connecticut,267390
0500000US09013,09013,Tolland County, Connecticut,151063
0500000US09015,09015,Windham County, Connecticut,116566
0500000US10001,10001,Kent County, Delaware,176699
0500000US10003,10003,New Castle County, Delaware,556165
0500000US10005,10005,Sussex County, Delaware,224384
0500000US11001,11001,District of Columbia, District of Columbia,692683
0500000US12001,12001,Alachua County, Florida,265443
0500000US12003,12003,Baker County, Florida,28211
0500000US12005,12005,Bay County, Florida,182161
0500000US12007,12007,Bradford County, Florida,27317
0500000US12009,12009,Brevard County, Florida,585507
0500000US12011,12011,Broward County, Florida,1926205
0500000US12013,12013,Calhoun County, Florida,14362
0500000US12015,12015,Charlotte County, Florida,181067
0500000US12017,12017,Citrus County, Florida,145169
0500000US12019,12019,Clay County, Florida,211405
0500000US12021,12021,Collier County, Florida,371453
0500000US12023,12023,Columbia County, Florida,69968
0500000US12027,12027,DeSoto County, Florida,36903
0500000US12029,12029,Dixie County, Florida,16589
0500000US12031,12031,Duval County, Florida,936186
0500000US12033,12033,Escambia County, Florida,313491
0500000US12035,12035,Flagler County, Florida,109801
0500000US12037,12037,Franklin County, Florida,11811
0500000US12039,12039,Gadsden County, Florida,45945
0500000US12041,12041,Gilchrist County, Florida,17953
0500000US12043,12043,Glades County, Florida,13516
0500000US12045,12045,Gulf County, Florida,15576
0500000US12047,12047,Hamilton County, Florida,14326
0500000US12049,12049,Hardee County, Florida,27131
0500000US12051,12051,Hendry County, Florida,40732
0500000US12053,12053,Hernando County, Florida,186313
0500000US12055,12055,Highlands County, Florida,103437
0500000US12057,12057,Hillsborough County, Florida,1422278
0500000US12059,12059,Holmes County, Florida,19432
0500000US12061,12061,Indian River County, Florida,153989
0500000US12063,12063,Jackson County, Florida,47945
0500000US12065,12065,Jefferson County, Florida,14161
0500000US12067,12067,Lafayette County, Florida,8637
0500000US12069,12069,Lake County, Florida,345867
0500000US12071,12071,Lee County, Florida,737468
0500000US12073,12073,Leon County, Florida,289770
0500000US12075,12075,Levy County, Florida,40403
0500000US12077,12077,Liberty County, Florida,8345
0500000US12079,12079,Madison County, Florida,18460
0500000US12081,12081,Manatee County, Florida,384213
0500000US12083,12083,Marion County, Florida,353526
0500000US12085,12085,Martin County, Florida,159065
0500000US12086,12086,Miami-Dade County, Florida,2699428
0500000US12087,12087,Monroe County, Florida,75798
0500000US12089,12089,Nassau County, Florida,83098
0500000US12091,12091,Okaloosa County, Florida,203794
0500000US12093,12093,Okeechobee County, Florida,41144
0500000US12095,12095,Orange County, Florida,1349746
0500000US12097,12097,Osceola County, Florida,351955
0500000US12099,12099,Palm Beach County, Florida,1465027
0500000US12101,12101,Pasco County, Florida,524602
0500000US12103,12103,Pinellas County, Florida,964666
0500000US12105,12105,Polk County, Florida,686218
0500000US12107,12107,Putnam County, Florida,73252
0500000US12109,12109,St. Johns County, Florida,244674
0500000US12111,12111,St. Lucie County, Florida,312947
0500000US12113,12113,Santa Rosa County, Florida,174755
0500000US12115,12115,Sarasota County, Florida,419496
0500000US12117,12117,Seminole County, Florida,461402
0500000US12119,12119,Sumter County, Florida,125044
0500000US12121,12121,Suwannee County, Florida,44046
0500000US12123,12123,Taylor County, Florida,21870
0500000US12125,12125,Union County, Florida,15303
0500000US12127,12127,Volusia County, Florida,536487
0500000US12129,12129,Wakulla County, Florida,32321
0500000US12131,12131,Walton County, Florida,68262
0500000US12133,12133,Washington County, Florida,24764
0500000US13001,13001,Appling County, Georgia,18440
0500000US13003,13003,Atkinson County, Georgia,8239
0500000US13005,13005,Bacon County, Georgia,11201
0500000US13007,13007,Baker County, Georgia,3132
0500000US13009,13009,Baldwin County, Georgia,45111
0500000US13011,13011,Banks County, Georgia,18708
0500000US13013,13013,Barrow County, Georgia,78991
0500000US13015,13015,Bartow County, Georgia,104919
0500000US13017,13017,Ben Hill County, Georgia,17033
0500000US13019,13019,Berrien County, Georgia,19152
0500000US13021,13021,Bibb County, Georgia,153200
0500000US13023,13023,Bleckley County, Georgia,12807
0500000US13025,13025,Brantley County, Georgia,18756
0500000US13027,13027,Brooks County, Georgia,15590
0500000US13029,13029,Bryan County, Georgia,37063
0500000US13031,13031,Bulloch County, Georgia,76120
0500000US13033,13033,Burke County, Georgia,22520
0500000US13035,13035,Butts County, Georgia,24090
0500000US13037,13037,Calhoun County, Georgia,6365
0500000US13039,13039,Camden County, Georgia,53231
0500000US13043,13043,Candler County, Georgia,10812
0500000US13045,13045,Carroll County, Georgia,117183
0500000US13047,13047,Catoosa County, Georgia,66700
0500000US13049,13049,Charlton County, Georgia,13040
0500000US13051,13051,Chatham County, Georgia,288496
0500000US13053,13053,Chattahoochee County, Georgia,10560
0500000US13055,13055,Chattooga County, Georgia,24812
0500000US13057,13057,Cherokee County, Georgia,247515
0500000US13059,13059,Clarke County, Georgia,126176
0500000US13061,13061,Clay County, Georgia,2951
0500000US13063,13063,Clayton County, Georgia,283538
0500000US13065,13065,Clinch County, Georgia,6686
0500000US13067,13067,Cobb County, Georgia,751218
0500000US13069,13069,Coffee County, Georgia,43021
0500000US13071,13071,Colquitt County, Georgia,45486
0500000US13073,13073,Columbia County, Georgia,150705
0500000US13075,13075,Cook County, Georgia,17177
0500000US13077,13077,Coweta County, Georgia,143260
0500000US13079,13079,Crawford County, Georgia,12325
0500000US13081,13081,Crisp County, Georgia,22713
0500000US13083,13083,Dade County, Georgia,16197
0500000US13085,13085,Dawson County, Georgia,24536
0500000US13087,13087,Decatur County, Georgia,26682
0500000US13089,13089,DeKalb County, Georgia,749323
0500000US13091,13091,Dodge County, Georgia,20829
0500000US13093,13093,Dooly County, Georgia,13736
0500000US13095,13095,Dougherty County, Georgia,89703
0500000US13097,13097,Douglas County, Georgia,143316
0500000US13099,13099,Early County, Georgia,10312
0500000US13101,13101,Echols County, Georgia,3981
0500000US13103,13103,Effingham County, Georgia,60477
0500000US13105,13105,Elbert County, Georgia,19166
0500000US13107,13107,Emanuel County, Georgia,22533
0500000US13109,13109,Evans County, Georgia,10687
0500000US13111,13111,Fannin County, Georgia,25395
0500000US13113,13113,Fayette County, Georgia,112303
0500000US13115,13115,Floyd County, Georgia,97369
0500000US13117,13117,Forsyth County, Georgia,228383
0500000US13119,13119,Franklin County, Georgia,22766
0500000US13121,13121,Fulton County, Georgia,1036200
0500000US13123,13123,Gilmer County, Georgia,30414
0500000US13125,13125,Glascock County, Georgia,2996
0500000US13127,13127,Glynn County, Georgia,84470
0500000US13129,13129,Gordon County, Georgia,57202
0500000US13131,13131,Grady County, Georgia,24828
0500000US13133,13133,Greene County, Georgia,17349
0500000US13135,13135,Gwinnett County, Georgia,915046
0500000US13137,13137,Habersham County, Georgia,44626
0500000US13139,13139,Hall County, Georgia,198667
0500000US13141,13141,Hancock County, Georgia,8515
0500000US13143,13143,Haralson County, Georgia,29227
0500000US13145,13145,Harris County, Georgia,34105
0500000US13147,13147,Hart County, Georgia,25773
0500000US13149,13149,Heard County, Georgia,11736
0500000US13151,13151,Henry County, Georgia,225356
0500000US13153,13153,Houston County, Georgia,153507
0500000US13155,13155,Irwin County, Georgia,9320
0500000US13157,13157,Jackson County, Georgia,67885
0500000US13159,13159,Jasper County, Georgia,13916
0500000US13161,13161,Jeff Davis County, Georgia,15036
0500000US13163,13163,Jefferson County, Georgia,15618
0500000US13165,13165,Jenkins County, Georgia,8793
0500000US13167,13167,Johnson County, Georgia,9691
0500000US13169,13169,Jones County, Georgia,28579
0500000US13171,13171,Lamar County, Georgia,18672
0500000US13173,13173,Lanier County, Georgia,10380
0500000US13175,13175,Laurens County, Georgia,47405
0500000US13177,13177,Lee County, Georgia,29502
0500000US13179,13179,Liberty County, Georgia,61349
0500000US13181,13181,Lincoln County, Georgia,7856
0500000US13183,13183,Long County, Georgia,18692
0500000US13185,13185,Lowndes County, Georgia,115364
0500000US13187,13187,Lumpkin County, Georgia,32402
0500000US13189,13189,McDuffie County, Georgia,21455
0500000US13191,13191,McIntosh County, Georgia,14174
0500000US13193,13193,Macon County, Georgia,13305
0500000US13195,13195,Madison County, Georgia,29218
0500000US13197,13197,Marion County, Georgia,8432
0500000US13199,13199,Meriwether County, Georgia,21106
0500000US13201,13201,Miller County, Georgia,5787
0500000US13205,13205,Mitchell County, Georgia,22244
0500000US13207,13207,Monroe County, Georgia,27171
0500000US13209,13209,Montgomery County, Georgia,9058
0500000US13211,13211,Morgan County, Georgia,18507
0500000US13213,13213,Murray County, Georgia,39724
0500000US13215,13215,Muscogee County, Georgia,195739
0500000US13217,13217,Newton County, Georgia,108079
0500000US13219,13219,Oconee County, Georgia,38132
0500000US13221,13221,Oglethorpe County, Georgia,14931
0500000US13223,13223,Paulding County, Georgia,159825
0500000US13225,13225,Peach County, Georgia,27145
0500000US13227,13227,Pickens County, Georgia,31387
0500000US13229,13229,Pierce County, Georgia,19250
0500000US13231,13231,Pike County, Georgia,18327
0500000US13233,13233,Polk County, Georgia,41908
0500000US13235,13235,Pulaski County, Georgia,11216
0500000US13237,13237,Putnam County, Georgia,21691
0500000US13239,13239,Quitman County, Georgia,2289
0500000US13241,13241,Rabun County, Georgia,16645
0500000US13243,13243,Randolph County, Georgia,6973
0500000US13245,13245,Richmond County, Georgia,201852
0500000US13247,13247,Rockdale County, Georgia,89717
0500000US13249,13249,Schley County, Georgia,5221
0500000US13251,13251,Screven County, Georgia,13989
0500000US13253,13253,Seminole County, Georgia,8321
0500000US13255,13255,Spalding County, Georgia,65306
0500000US13257,13257,Stephens County, Georgia,25750
0500000US13259,13259,Stewart County, Georgia,6293
0500000US13261,13261,Sumter County, Georgia,30064
0500000US13263,13263,Talbot County, Georgia,6321
0500000US13265,13265,Taliaferro County, Georgia,1611
0500000US13267,13267,Tattnall County, Georgia,25382
0500000US13269,13269,Taylor County, Georgia,8116
0500000US13271,13271,Telfair County, Georgia,16035
0500000US13273,13273,Terrell County, Georgia,8737
0500000US13275,13275,Thomas County, Georgia,44630
0500000US13277,13277,Tift County, Georgia,40541
0500000US13279,13279,Toombs County, Georgia,26972
0500000US13281,13281,Towns County, Georgia,11617
0500000US13283,13283,Treutlen County, Georgia,6795
0500000US13285,13285,Troup County, Georgia,69919
0500000US13287,13287,Turner County, Georgia,7943
0500000US13289,13289,Twiggs County, Georgia,8229
0500000US13291,13291,Union County, Georgia,23288
0500000US13293,13293,Upson County, Georgia,26236
0500000US13295,13295,Walker County, Georgia,69039
0500000US13297,13297,Walton County, Georgia,91442
0500000US13299,13299,Ware County, Georgia,35593
0500000US13301,13301,Warren County, Georgia,5297
0500000US13303,13303,Washington County, Georgia,20436
0500000US13305,13305,Wayne County, Georgia,29788
0500000US13307,13307,Webster County, Georgia,2610
0500000US13309,13309,Wheeler County, Georgia,7928
0500000US13311,13311,White County, Georgia,29489
0500000US13313,13313,Whitfield County, Georgia,104237
0500000US13315,13315,Wilcox County, Georgia,8824
0500000US13317,13317,Wilkes County, Georgia,9844
0500000US13319,13319,Wilkinson County, Georgia,9010
0500000US13321,13321,Worth County, Georgia,20494
0500000US15001,15001,Hawaii County, Hawaii,199459
0500000US15003,15003,Honolulu County, Hawaii,984821
0500000US15005,15005,Kalawao County, Hawaii,66
0500000US15007,15007,Kauai County, Hawaii,71769
0500000US15009,15009,Maui County, Hawaii,165979
0500000US16001,16001,Ada County, Idaho,456849
0500000US16003,16003,Adams County, Idaho,4097
0500000US16005,16005,Bannock County, Idaho,85765
0500000US16007,16007,Bear Lake County, Idaho,6000
0500000US16009,16009,Benewah County, Idaho,9138
0500000US16011,16011,Bingham County, Idaho,45839
0500000US16013,16013,Blaine County, Idaho,22373
0500000US16015,16015,Boise County, Idaho,7378
0500000US16017,16017,Bonner County, Idaho,43611
0500000US16019,16019,Bonneville County, Idaho,114392
0500000US16021,16021,Boundary County, Idaho,11845
0500000US16023,16023,Butte County, Idaho,2581
0500000US16025,16025,Camas County, Idaho,1048
0500000US16027,16027,Canyon County, Idaho,217633
0500000US16029,16029,Caribou County, Idaho,6953
0500000US16031,16031,Cassia County, Idaho,23690
0500000US16033,16033,Clark County, Idaho,913
0500000US16035,16035,Clearwater County, Idaho,8673
0500000US16037,16037,Custer County, Idaho,4169
0500000US16039,16039,Elmore County, Idaho,26743
0500000US16041,16041,Franklin County, Idaho,13464
0500000US16043,16043,Fremont County, Idaho,13020
0500000US16045,16045,Gem County, Idaho,17331
0500000US16047,16047,Gooding County, Idaho,15148
0500000US16049,16049,Idaho County, Idaho,16411
0500000US16051,16051,Jefferson County, Idaho,28534
0500000US16053,16053,Jerome County, Idaho,23730
0500000US16055,16055,Kootenai County, Idaho,157322
